"Sample","DropVariable","TrainingVariableSet","TrainingEvents","AddVariable","BackgroundSample","FlattenBy","Performance","BDTLeafMinFraction","VariableTransform","ExtraFlags","BDTrainingTreeDepth","JobId"
"TrainingSignalEvents","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.504752212977689","1","","","50","530"
"200pi25lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.165917254223796","0.5","","","50","531"
"400pi100lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.493547589616045","0.5","","","50","531"
"600pi150lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.626292993631041","0.5","","","50","531"
"100pi25lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.122296771964022","0.5","","","50","531"
"125pi25lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.137055290865359","0.5","","","50","531"
"125pi25lt9m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.163223267919159","0.5","","","50","531"
"125pi40lt9m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.197554163206434","0.5","","","50","531"
"125pi55lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.191577220209271","0.5","","","50","531"
"125pi55lt9m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.217815116999392","0.5","","","50","531"
"200pi50lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.223471114334563","0.5","","","50","531"
"200pi50lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.270193349157684","0.5","","","50","531"
"400pi50lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.333375212573391","0.5","","","50","531"
"400pi100lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.470359496057422","0.5","","","50","531"
"600pi50lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.365501604756863","0.5","","","50","531"
"600pi50lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.377542954127298","0.5","","","50","531"
"600pi150lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.615316177072741","0.5","","","50","531"
"1000pi50lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.363286625524685","0.5","","","50","531"
"1000pi50lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.37962567685982","0.5","","","50","531"
"1000pi150lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.629590167996881","0.5","","","50","531"
"1000pi150lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.615548329886075","0.5","","","50","531"
"1000pi400lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.805373635600198","0.5","","","50","531"
"1000pi400lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.791714563128077","0.5","","","50","531"
"1000pi400lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.763051743769823","0.5","","","50","531"
"1000pi50lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.688961400515689","0.5","","","50","531"
"600pi50lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.552446827962923","0.5","","","50","531"
"200pi50lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.224701445631973","0.5","","","50","531"
"400pi50lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.375293531855761","0.5","","","50","531"
"600pi150lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.61364538566202","0.5","","","50","531"
"400pi100lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.437393034306376","0.5","","","50","531"
"200pi25lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.167173368184827","0.5","","","50","531"
"200pi8lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.143846902180892","0.5","","","50","531"
"TestingSignalEvents","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.491223261450977","0.5","","","50","531"
"TrainingSignalEvents","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.491223261450977","0.5","","","50","531"
"200pi25lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.168724225089833","1","","","20","543"
"400pi100lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.497972805932477","1","","","20","543"
"600pi150lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.637821656051409","1","","","20","543"
"100pi25lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.127854407233402","1","","","20","543"
"125pi25lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.141727397210907","1","","","20","543"
"125pi25lt9m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.171487424913484","1","","","20","543"
"125pi40lt9m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.204136785686985","1","","","20","543"
"125pi55lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.19433923566015","1","","","20","543"
"125pi55lt9m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.223416000215596","1","","","20","543"
"200pi50lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.226444283297581","1","","","20","543"
"200pi50lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.274422141820095","1","","","20","543"
"400pi50lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.335663613967973","1","","","20","543"
"400pi100lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.47347231359918","1","","","20","543"
"600pi50lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.371081683402842","1","","","20","543"
"600pi50lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.383936667363431","1","","","20","543"
"600pi150lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.630765037436553","1","","","20","543"
"1000pi50lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.369024848320021","1","","","20","543"
"1000pi50lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.385254004987979","1","","","20","543"
"1000pi150lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.640133306903653","1","","","20","543"
"1000pi150lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.632481736414456","1","","","20","543"
"1000pi400lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.833179401063414","1","","","20","543"
"1000pi400lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.828973360266762","1","","","20","543"
"1000pi400lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.769774638281526","1","","","20","543"
"1000pi50lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.719367552045888","1","","","20","543"
"600pi50lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.560238283871354","1","","","20","543"
"200pi50lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.227651810088761","1","","","20","543"
"400pi50lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.372318861526998","1","","","20","543"
"600pi150lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.618128548988993","1","","","20","543"
"400pi100lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.43575542755787","1","","","20","543"
"200pi25lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.170723167641983","1","","","20","543"
"200pi8lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.147314649616861","1","","","20","543"
"TestingSignalEvents","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.501947829466482","1","","","20","543"
"TrainingSignalEvents","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.501947829466482","1","","","20","543"
"200pi25lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.137701210589369","0.5","","","40","545"
"400pi100lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.453226205190898","0.5","","","40","545"
"600pi150lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.58275159235721","0.5","","","40","545"
"100pi25lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.0879359000200439","0.5","","","40","545"
"125pi25lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.0998784534351983","0.5","","","40","545"
"125pi25lt9m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.119731599916215","0.5","","","40","545"
"125pi40lt9m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.144757303540186","0.5","","","40","545"
"125pi55lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.150488822041484","0.5","","","40","545"
"125pi55lt9m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.166437784419981","0.5","","","40","545"
"200pi50lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.188145999517041","0.5","","","40","545"
"200pi50lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.227087318231039","0.5","","","40","545"
"400pi50lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.297622306079205","0.5","","","40","545"
"400pi100lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.429775032650212","0.5","","","40","545"
"600pi50lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.329306383747902","0.5","","","40","545"
"600pi50lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.338308804723754","0.5","","","40","545"
"600pi150lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.56964329794839","0.5","","","40","545"
"1000pi50lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.327398931978892","0.5","","","40","545"
"1000pi50lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.339092726986766","0.5","","","40","545"
"1000pi150lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.582895584519065","0.5","","","40","545"
"1000pi150lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.572450487734125","0.5","","","40","545"
"1000pi400lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.773985446403422","0.5","","","40","545"
"1000pi400lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.759851790676094","0.5","","","40","545"
"1000pi400lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.716969357753241","0.5","","","40","545"
"1000pi50lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.647086453006786","0.5","","","40","545"
"600pi50lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.492589432630418","0.5","","","40","545"
"200pi50lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.189236094824696","0.5","","","40","545"
"400pi50lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.336356189463818","0.5","","","40","545"
"600pi150lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.559894889450179","0.5","","","40","545"
"400pi100lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.399623828263247","0.5","","","40","545"
"200pi25lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.1388269715432","0.5","","","40","545"
"200pi8lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.116546468174114","0.5","","","40","545"
"TestingSignalEvents","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.452333150942721","0.5","","","40","545"
"TrainingSignalEvents","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.452333150942721","0.5","","","40","545"
"200pi25lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.161048290541476","0.5","","","50","547"
"400pi100lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.485896168108023","0.5","","","50","547"
"600pi150lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.613834394904942","0.5","","","50","547"
"100pi25lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.10894980850621","0.5","","","50","547"
"125pi25lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.123808253883416","0.5","","","50","547"
"125pi25lt9m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.147694053507444","0.5","","","50","547"
"125pi40lt9m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.177006114591689","0.5","","","50","547"
"125pi55lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.179531004307167","0.5","","","50","547"
"125pi55lt9m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.202628106740069","0.5","","","50","547"
"200pi50lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.217882523568304","0.5","","","50","547"
"200pi50lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.262277325835951","0.5","","","50","547"
"400pi50lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.324338270595568","0.5","","","50","547"
"400pi100lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.459935976118696","0.5","","","50","547"
"600pi50lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.356737826652114","0.5","","","50","547"
"600pi50lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.367185138684762","0.5","","","50","547"
"600pi150lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.603174113384719","0.5","","","50","547"
"1000pi50lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.354597069436424","0.5","","","50","547"
"1000pi50lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.370222661603793","0.5","","","50","547"
"1000pi150lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.615986917092492","0.5","","","50","547"
"1000pi150lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.603597821039362","0.5","","","50","547"
"1000pi400lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.798264763503915","0.5","","","50","547"
"1000pi400lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.785966987712045","0.5","","","50","547"
"1000pi400lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.746556526996611","0.5","","","50","547"
"1000pi50lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.677949863286339","0.5","","","50","547"
"600pi50lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.529124261078633","0.5","","","50","547"
"200pi50lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.218247230222528","0.5","","","50","547"
"400pi50lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.364323230373335","0.5","","","50","547"
"600pi150lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.595358911956811","0.5","","","50","547"
"400pi100lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.429435221141223","0.5","","","50","547"
"200pi25lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.161252413621552","0.5","","","50","547"
"200pi8lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.137238079168863","0.5","","","50","547"
"TestingSignalEvents","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.481708607984618","0.5","","","50","547"
"TrainingSignalEvents","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.481708607984618","0.5","","","50","547"
"200pi25lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.171211919648833","0.5","","","30","549"
"400pi100lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.504907292953479","0.5","","","30","549"
"600pi150lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.638624203822108","0.5","","","30","549"
"100pi25lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.125860281625088","0.5","","","30","549"
"125pi25lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.14124018524293","0.5","","","30","549"
"125pi25lt9m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.168009078238258","0.5","","","30","549"
"125pi40lt9m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.205133237713857","0.5","","","30","549"
"125pi55lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.200013673343888","0.5","","","30","549"
"125pi55lt9m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.228720682877097","0.5","","","30","549"
"200pi50lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.232791878173099","0.5","","","30","549"
"200pi50lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.280483027216357","0.5","","","30","549"
"400pi50lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.343861475434449","0.5","","","30","549"
"400pi100lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.481499847795984","0.5","","","30","549"
"600pi50lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.376330485213246","0.5","","","30","549"
"600pi50lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.388400641695567","0.5","","","30","549"
"600pi150lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.629361063109215","0.5","","","30","549"
"1000pi50lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.374070676207926","0.5","","","30","549"
"1000pi50lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.388545622036983","0.5","","","30","549"
"1000pi150lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.640281976312444","0.5","","","30","549"
"1000pi150lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.629247075716017","0.5","","","30","549"
"1000pi400lt9mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.820095158130295","0.5","","","30","549"
"1000pi400lt5mW","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.809604589131765","0.5","","","30","549"
"1000pi400lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.772193593627364","0.5","","","30","549"
"1000pi50lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.704147367960234","0.5","","","30","549"
"600pi50lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.567746358708418","0.5","","","30","549"
"200pi50lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.233350844770793","0.5","","","30","549"
"400pi50lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.383196003787464","0.5","","","30","549"
"600pi150lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.626594349227223","0.5","","","30","549"
"400pi100lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.446375980608526","0.5","","","30","549"
"200pi25lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.172955658706837","0.5","","","30","549"
"200pi8lt5m","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.147749015496522","0.5","","","30","549"
"TestingSignalEvents","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.503290190282842","0.5","","","30","549"
"TrainingSignalEvents","","DefaultAllpT","1500000","","UseBackgroundAll","JetPt","0.503290190282842","0.5","","","30","549"
"200pi25lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.159318877211691","1","","","50","563"
"400pi100lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.507181705808852","1","","","50","563"
"600pi150lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.647197452229741","1","","","50","563"
"100pi25lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.115688081319862","1","","","50","563"
"125pi25lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.127654664156919","1","","","50","563"
"125pi25lt9m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.152615544016002","1","","","50","563"
"125pi40lt9m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.187242394504104","1","","","50","563"
"125pi55lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.189143365009981","1","","","50","563"
"125pi55lt9m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.212968198831523","1","","","50","563"
"200pi50lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.219898477157863","1","","","50","563"
"200pi50lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.262519300347969","1","","","50","563"
"400pi50lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.342883296014804","1","","","50","563"
"400pi100lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.484637214371983","1","","","50","563"
"600pi50lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.379647555865559","1","","","50","563"
"600pi50lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.385459533606946","1","","","50","563"
"600pi150lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.64197111823973","1","","","50","563"
"1000pi50lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.377004699628166","1","","","50","563"
"1000pi50lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.386579639157885","1","","","50","563"
"1000pi150lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.649933098766469","1","","","50","563"
"1000pi150lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.642295511170555","1","","","50","563"
"1000pi400lt9mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.835264483627087","1","","","50","563"
"1000pi400lt5mW","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.831356092987777","1","","","50","563"
"1000pi400lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.77925745790856","1","","","50","563"
"1000pi50lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.732005935029744","1","","","50","563"
"600pi50lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.573377414836216","1","","","50","563"
"200pi50lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.220165670703969","1","","","50","563"
"400pi50lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.389607928167822","1","","","50","563"
"600pi150lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.627310619787644","1","","","50","563"
"400pi100lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.450784921854504","1","","","50","563"
"200pi25lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.160188167104617","1","","","50","563"
"200pi8lt5m","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.134750347312624","1","","","50","563"
"TestingSignalEvents","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.508658610797183","1","","","50","563"
"TrainingSignalEvents","","DefaultAllpT","1000000","","UseBackgroundAll","JetPt","0.508658610797183","1","","","50","563"
